[(0.26838750031897596, 0.3346610898543859, 0.08597645605740367),
 (0.33990696637501383, 0.7749134272694934, 0.3435657301938715),
 (0.3938903198830004, 0.4677349785463437, 0.25730234699045673),
 (0.7233340281836775, 0.19693812375631958, 0.19685128293427367),
 (0.9902506154378585, 0.6524544771038171, 0.7166047532821317),
 (0.02762098320937889, 0.9373589938224466, 0.5214228281683264),
 (0.6013052645094981, 0.6060710276047098, 0.9959985166128377),
 (0.750891802711167, 0.5615486992444746, 0.8665486043364602),
 (0.9453222805895183, 0.7366303273163352, 0.8829781981627729),
 (0.3107039235921456, 0.35996262726944805, 0.7249457565589496),
 (0.9379520380288033, 0.2767305040088255, 0.8240080446355359),
 (0.24907798320086483, 0.9577779942387988, 0.581901982776184),
 (0.1198110852691554, 0.26368212350526465, 0.9612108374502369),
 (0.9953847788674195, 0.2802677962965794, 0.9002444033811845),
 (0.6081000376996725, 0.29700356324586086, 0.6134413303199784),
 (0.7063506713401471, 0.6305685075657232, 0.4995016338901964),
 (0.26290981932486535, 0.3466161828215627, 0.6048962848345973),
 (0.7374519793091233, 0.1545556622601013, 0.8677156381562112),
 (0.8110362173630724, 0.1752919042155815, 0.5255323328542023),
 (0.1406231765552386, 0.5488760373786666, 0.49138451960746876),
 (0.7253365917335384, 0.2742238768157279, 0.19588481156451876),
 (0.6470865482672923, 0.36387599221928935, 0.42201006219274795),
 (0.2964342716591821, 0.9955509262995326, 0.4643820658468938),
 (0.6068115449402284, 0.7064017665919288, 0.04174303177158045),
 (0.8333038670492803, 0.46922643102177686, 0.1049819521171449),
 (0.5853058351130991, 0.10169025054338243, 0.9472588642634581),
 (0.21752542800797525, 0.12010975959783865, 0.2944524235080468),
 (0.8404293366447366, 0.736944694970988, 0.10405822939159304),
 (0.9216407192981663, 0.3459061484940972, 0.5570400282987151),
 (0.8600382888317019, 0.08154289498333378, 0.9009002886192712),
 (0.9557484716321064, 0.5933809797221558, 0.2844626329652443),
 (0.08989439255442155, 0.7902550221708424, 0.9465748569967118),
 (0.6016428449070409, 0.13960397636260846, 0.36101620646469135),
 (0.11811380801547888, 0.1991170848331104, 0.8465634844112926),
 (0.42305977928655136, 0.8087195518150101, 0.7332351375005449),
 (0.1605259245772479, 0.2787957406587266, 0.056607282387239666),
 (0.9257498211398866, 0.33044145746028275, 0.3484592602621739),
 (0.2354017377375428, 0.36509031730476527, 0.8270635814500051),
 (0.11965108418609294, 0.34030968673637285, 0.585806213197713),
 (0.9087834650052641, 0.6921859618988278, 0.2163345708652762),
 (0.49453446269936097, 0.5907637242224391, 0.8494706553081186),
 (0.8224192592359865, 0.659440019376962, 0.4276867817202864),
 (0.5031851232398691, 0.3550475353996524, 0.47447572234637214),
 (0.7132618160099468, 0.6458305369128446, 0.29847313482486193),
 (0.017604386343064826, 0.15302734688846753, 0.4154631886644222),
 (0.8233441325001971, 0.2815701683092846, 0.7321243761044955),
 (0.5713007262961117, 0.9615010918816242, 0.036905987749397795),
 (0.4319817572903474, 0.7125027916247874, 0.30076335046907243),
 (0.09404734649416169, 0.8907311860335055, 0.411967856096514),
 (0.9516633164573747, 0.8306861757210638, 0.47850466281718607),
 (0.15029763219207037, 0.2679918576590451, 0.48900573197954134),
 (0.18347889446084764, 0.4743963826776345, 0.5432979095034963),
 (0.02822104308361284, 0.031157353351134787, 0.6163247802999108),
 (0.49720616214598445, 0.6291053660446215, 0.5835794952925799),
 (0.7064504593052993, 0.8937794179178611, 0.7082125765327424),
 (0.7158971710662502, 0.4997396841969336, 0.13042652855781434),
 (0.13067304093501886, 0.018034991908426057, 0.34953313968504374),
 (0.4115354672715441, 0.7863165789352593, 0.35617209849164466),
 (0.5899209793294594, 0.28614171627254015, 0.9995243188387954),
 (0.1159603254178615, 0.19096752798831973, 0.8228860505312678),
 (0.7308591376192507, 0.4613843741021473, 0.26084135316311285),
 (0.11626041367284234, 0.9370884967952462, 0.5681615068253261),
 (0.033433788709387735, 0.06761862064160773, 0.5046808044745803),
 (0.30620094372547557, 0.17612090712945416, 0.9453191681511887),
 (0.1332313396018604, 0.2884082361952224, 0.5780597086312788),
 (0.12560884417506613, 0.19052176794583353, 0.07082215259234204),
 (0.6382902928728005, 0.0972757032929581, 0.3308792483541485),
 (0.2842677546750957, 0.09599923917754427, 0.4194129288287497),
 (0.042709452183797736, 0.828458997876428, 0.5843845184917076),
 (0.027905001238302196, 0.25718494922517354, 0.40005574213729544),
 (0.351878733546918, 0.8263976849119152, 0.6648726326645408),
 (0.09845908927025904, 0.39809168253163474, 0.5294257761184451),
 (0.582919498950947, 0.25723767795872177, 0.403613169236422),
 (0.2029743681499918, 0.6865384783180388, 0.5231513098466459),
 (0.38321316864282096, 0.5309492170673772, 0.49778067887287725),
 (0.1840795607915081, 0.6398417266822285, 0.3427040767262616),
